id,date,error,region,calcurve,Period,Site,Feature
yn506,2740,40,Yeongnam,intcal13,Mumun,Ulsan Jungjadong,no 3
yn507,2850,40,Yeongnam,intcal13,Mumun,Ulsan Jungjadong,no 4
yn508,2800,40,Yeongnam,intcal13,Mumun,Ulsan Jungjadong,no 5
yn99,2780,60,Yeongnam,intcal13,Mumun,Ulsan Jungsandong Yaksu 1,no 1
yn100,2710,60,Yeongnam,intcal13,Mumun,Ulsan Jungsandong Yaksu 1,no 2
yn101,2660,60,Yeongnam,intcal13,Mumun,Ulsan Jungsandong Yaksu 1,no 3
yn102,2590,60,Yeongnam,intcal13,Mumun,Ulsan Jungsandong Yaksu 1,no 4
yn103,2630,60,Yeongnam,intcal13,Mumun,Ulsan Jungsandong Yaksu 1,no 5
yn104,2840,60,Yeongnam,intcal13,Mumun,Ulsan Jungsandong Yaksu 1,no 6
yn106,2715,25,Yeongnam,intcal13,Mumun,Ulsan Jungsandong Yaksu 2,no 11
yn107,2725,25,Yeongnam,intcal13,Mumun,Ulsan Jungsandong Yaksu 2,no 27
yn108,2720,25,Yeongnam,intcal13,Mumun,Ulsan Jungsandong Yaksu 2,no 31
yn105,2775,25,Yeongnam,intcal13,Mumun,Ulsan Jungsandong Yaksu 2,no 6
yn410,2710,50,Yeongnam,intcal13,Mumun,Ulsan Maegokdong 330-2,no 33
yn411,2710,40,Yeongnam,intcal13,Mumun,Ulsan Maegokdong 330-2,no 37
yn414,2780,40,Yeongnam,intcal13,Mumun,Ulsan Maegokdong 330-2,no 42
yn412,2760,40,Yeongnam,intcal13,Mumun,Ulsan Maegokdong 330-2,no 49
yn409,2710,40,Yeongnam,intcal13,Mumun,Ulsan Maegokdong 330-2,no 5
yn413,2770,40,Yeongnam,intcal13,Mumun,Ulsan Maegokdong 330-2,no 53
yn338,3060,40,Yeongnam,intcal13,Mumun,Ulsan Maegokdong district 1,no 2
yn339,2240,40,Yeongnam,intcal13,Mumun,Ulsan Maegokdong district 1,no 9
yn169,2860,40,Yeongnam,intcal13,Mumun,Ulsan Maegokdong district 2,no 10
yn170,2690,40,Yeongnam,intcal13,Mumun,Ulsan Maegokdong district 2,no 15
yn171,2760,80,Yeongnam,intcal13,Mumun,Ulsan Maegokdong district 2,no 20
yn164,2850,40,Yeongnam,intcal13,Mumun,Ulsan Maegokdong district 3,no 2
yn165,2804,32,Yeongnam,intcal13,Mumun,Ulsan Maegokdong district 3,no 3
yn166,2890,30,Yeongnam,intcal13,Mumun,Ulsan Maegokdong district 3,no 6
yn167,2870,40,Yeongnam,intcal13,Mumun,Ulsan Maegokdong district 3,no 8
yn168,2870,40,Yeongnam,intcal13,Mumun,Ulsan Maegokdong district 3,no 9
yn162,2820,60,Yeongnam,intcal13,Mumun,Ulsan Maegokdong district 4,no 12
yn163,2850,60,Yeongnam,intcal13,Mumun,Ulsan Maegokdong district 4,no 15
yn160,2800,50,Yeongnam,intcal13,Mumun,Ulsan Maegokdong district 4,no 8
yn161,2730,60,Yeongnam,intcal13,Mumun,Ulsan Maegokdong district 4,no 9
yn352,2836,43,Yeongnam,intcal13,Mumun,Ulsan Oegwangri Gwiji,Mumun I-1
yn353,2630,50,Yeongnam,intcal13,Mumun,Ulsan Oegwangri Gwiji,Mumun I-6
yn350,2787,39,Yeongnam,intcal13,Mumun,Ulsan Oegwangri Gwiji,Mumun III-14
yn351,2871,39,Yeongnam,intcal13,Mumun,Ulsan Oegwangri Gwiji,Mumun III-34
yn408,2860,60,Yeongnam,intcal13,Mumun,Ulsan Okdong,no 1
yn406,2929,34,Yeongnam,intcal13,Mumun,Ulsan Okdong,no 2
yn407,2828,25,Yeongnam,intcal13,Mumun,Ulsan Okdong,no 4
yn393,2483,16,Yeongnam,intcal13,Mumun,Ulsan Sangandong,I-3
yn396,2521,17,Yeongnam,intcal13,Mumun,Ulsan Sangandong,II-1 pit house 5
yn395,2458,17,Yeongnam,intcal13,Mumun,Ulsan Sangandong,II-1 pit house 8
yn398,2868,17,Yeongnam,intcal13,Mumun,Ulsan Sangandong,II-13
yn397,2576,19,Yeongnam,intcal13,Mumun,Ulsan Sangandong,II-3
yn394,2493,24,Yeongnam,intcal13,Mumun,Ulsan Sangandong,II-6
yn400,2515,20,Yeongnam,intcal13,Mumun,Ulsan Sangyeonam,I-1
yn404,2755,20,Yeongnam,intcal13,Mumun,Ulsan Sangyeonam,II-1
yn402,2700,20,Yeongnam,intcal13,Mumun,Ulsan Sangyeonam,III-1
yn403,2750,20,Yeongnam,intcal13,Mumun,Ulsan Sangyeonam,IV-17
yn399,2460,20,Yeongnam,intcal13,Mumun,Ulsan Sangyeonam,IV-9
yn401,2685,20,Yeongnam,intcal13,Mumun,Ulsan Sangyeonam,V-2
yn392,2600,30,Yeongnam,intcal13,Mumun,Ulsan Sayeonri Neumne,no 3
yn391,2220,30,Yeongnam,intcal13,Mumun,Ulsan Sayeonri Neumne,no 4
yn84,2910,50,Yeongnam,intcal13,Mumun,Ulsan Seobudong Biseokgol,no 1
yn469,2767,24,Yeongnam,intcal13,Mumun,Ulsan Seodong,E-10
yn470,2810,40,Yeongnam,intcal13,Mumun,Ulsan Seodong,E-21
yn471,2880,40,Yeongnam,intcal13,Mumun,Ulsan Seodong,E-26
yn472,2470,40,Yeongnam,intcal13,Mumun,Ulsan Seodong,E-40
yn473,2550,40,Yeongnam,intcal13,Mumun,Ulsan Seodong,E-42
yn210,2417,29,Yeongnam,intcal13,Mumun,Ulsan Seohari Apdeul,no 1
yn211,2710,40,Yeongnam,intcal13,Mumun,Ulsan Seohari Apdeul,no 2
yn212,2776,34,Yeongnam,intcal13,Mumun,Ulsan Seohari Apdeul,no 4
yn213,2690,24,Yeongnam,intcal13,Mumun,Ulsan Seohari Apdeul,no 5
yn197,2805,40,Yeongnam,intcal13,Mumun,Ulsan Sinhyundong,no 1
yn359,3010,60,Yeongnam,intcal13,Mumun,Ulsan station - Eonyang sinhwari,E-1
yn366,2880,50,Yeongnam,intcal13,Mumun,Ulsan station - Eonyang sinhwari,E-1-1
yn368,3050,50,Yeongnam,intcal13,Mumun,Ulsan station - Eonyang sinhwari,E-1-10
yn369,2910,50,Yeongnam,intcal13,Mumun,Ulsan station - Eonyang sinhwari,E-1-15
yn370,2900,50,Yeongnam,intcal13,Mumun,Ulsan station - Eonyang sinhwari,E-1-16
yn371,2760,50,Yeongnam,intcal13,Mumun,Ulsan station - Eonyang sinhwari,E-1-18
yn372,2880,50,Yeongnam,intcal13,Mumun,Ulsan station - Eonyang sinhwari,E-1-23
yn373,2870,50,Yeongnam,intcal13,Mumun,Ulsan station - Eonyang sinhwari,E-1-24
yn367,2740,50,Yeongnam,intcal13,Mumun,Ulsan station - Eonyang sinhwari,E-1-4
yn360,2660,60,Yeongnam,intcal13,Mumun,Ulsan station - Eonyang sinhwari,E-15
yn361,2840,50,Yeongnam,intcal13,Mumun,Ulsan station - Eonyang sinhwari,E-29
yn362,2580,60,Yeongnam,intcal13,Mumun,Ulsan station - Eonyang sinhwari,E-37
yn364,2760,60,Yeongnam,intcal13,Mumun,Ulsan station - Eonyang sinhwari,E-45
yn363,2620,60,Yeongnam,intcal13,Mumun,Ulsan station - Eonyang sinhwari,E-51
yn365,2950,29,Yeongnam,intcal13,Mumun,Ulsan station - Eonyang sinhwari,E-52
yn296,2450,40,Yeongnam,intcal13,Mumun,Ulsan Yaeumdong,no 1
yn297,2546,29,Yeongnam,intcal13,Mumun,Ulsan Yaeumdong,no 2
yn504,2875,20,Yeongnam,intcal13,Mumun,Ulsan Yaksadong 393 Janghyundong 53 (Janghyun),II-Mumun 13
yn505,2690,20,Yeongnam,intcal13,Mumun,Ulsan Yaksadong 393 Janghyundong 53 (Janghyun),II-Mumun 16
yn501,2512,12,Yeongnam,intcal13,Mumun,Ulsan Yaksadong 393 Janghyundong 53 (Janghyun),II-Mumun 2
yn502,2472,12,Yeongnam,intcal13,Mumun,Ulsan Yaksadong 393 Janghyundong 53 (Janghyun),II-Mumun 6
yn503,2475,15,Yeongnam,intcal13,Mumun,Ulsan Yaksadong 393 Janghyundong 53 (Janghyun),II-Mumun 7
yn500,2485,15,Yeongnam,intcal13,Mumun,Ulsan Yaksadong 393 Janghyundong 53 (Janghyun),I-Mumun 3
yn498,2745,20,Yeongnam,intcal13,Mumun,Ulsan Yaksadong 393 Janghyundong 53 (Yaksa),II-Mumun 1
yn499,2845,12,Yeongnam,intcal13,Mumun,Ulsan Yaksadong 393 Janghyundong 53 (Yaksa),II-Mumun 2
yn495,2635,20,Yeongnam,intcal13,Mumun,Ulsan Yaksadong 393 Janghyundong 53 (Yaksa),I-Mumun 2
yn496,2493,11,Yeongnam,intcal13,Mumun,Ulsan Yaksadong 393 Janghyundong 53 (Yaksa),I-Mumun 3
yn497,2673,15,Yeongnam,intcal13,Mumun,Ulsan Yaksadong 393 Janghyundong 53 (Yaksa),I-Mumun 6
yn474,2688,15,Yeongnam,intcal13,Mumun,Ulsan Yaksadong Pyungsan 1,no 12
yn475,2768,15,Yeongnam,intcal13,Mumun,Ulsan Yaksadong Pyungsan 1,no 13
yn476,2567,15,Yeongnam,intcal13,Mumun,Ulsan Yaksadong Pyungsan 1,no 14
yn477,2621,20,Yeongnam,intcal13,Mumun,Ulsan Yaksadong Pyungsan 1,no 16
yn478,2730,17,Yeongnam,intcal13,Mumun,Ulsan Yaksadong Pyungsan 1,no 21
yn442,3030,60,Yeongnam,intcal13,Mumun,Ulsan Yeonamdong,B-2-10
yn440,2630,50,Yeongnam,intcal13,Mumun,Ulsan Yeonamdong,B-2-13
yn441,2810,50,Yeongnam,intcal13,Mumun,Ulsan Yeonamdong,B-2-5
yn439,2540,50,Yeongnam,intcal13,Mumun,Ulsan Yeonamdong,B-2-7
yn405,2860,50,Yeongnam,intcal13,Mumun,Ulsan Yeonamdong 705,no 1
yn198,2339,32,Yeongnam,intcal13,Mumun,Ulsan Yugokdong Ujeongdong,Mumun 1
yn201,2437,36,Yeongnam,intcal13,Mumun,Ulsan Yugokdong Ujeongdong,Mumun 10
yn202,2640,50,Yeongnam,intcal13,Mumun,Ulsan Yugokdong Ujeongdong,Mumun 13
yn199,2584,32,Yeongnam,intcal13,Mumun,Ulsan Yugokdong Ujeongdong,Mumun 2
yn200,2640,50,Yeongnam,intcal13,Mumun,Ulsan Yugokdong Ujeongdong,Mumun 4
yn421,2540,60,Yeongnam,intcal13,Mumun,Unmun Dam Sunjiri,Mumun pit house
hn110,2520,50,Honam,intcal13,Mumun,Wanju Sangunri,Ra-2
hn111,2570,50,Honam,intcal13,Mumun,Wanju Sangunri,Ra-6
hn112,2446,36,Honam,intcal13,Mumun,Wanju Sangunri,Ra-8
hn185,2380,50,Honam,intcal13,Mumun,Wanju Sinpung,Ga Mumun 1
hn186,2404,34,Honam,intcal13,Mumun,Wanju Sinpung,Ga Mumun 2
hn187,2310,50,Honam,intcal13,Mumun,Wanju Sinpung,Ga Mumun 4
hn188,2440,50,Honam,intcal13,Mumun,Wanju Sinpung,Ga Mumun 5
hn118,2450,39,Honam,intcal13,Mumun,Wanju Ungyo,I-6
hn119,2400,50,Honam,intcal13,Mumun,Wanju Ungyo,I-8
cc10,2350,40,Chungcheong,intcal13,Mumun,Wolgiri,KC-005
cc11,2770,40,Chungcheong,intcal13,Mumun,Wolgiri,KC-007
neo022,4180,29,Gangwon,intcal13,Chulmun,Wonju Bangokdong,Zone 1 Chulmun 1
neo025,3766,19,Gangwon,intcal13,Chulmun,Wonju Bangokdong,Zone 1 Chulmun 2
gw76,2684,9,Gangwon,intcal13,Mumun,Wonju Bangokdong,Zone 1 Mumun 1
gw77,2874,14,Gangwon,intcal13,Mumun,Wonju Bangokdong,Zone 1 Mumun 3
gw78,2865,14,Gangwon,intcal13,Mumun,Wonju Bangokdong,Zone 1 Mumun 5
gw64,3015,36,Gangwon,intcal13,Mumun,Wonju Donghwari,Mumun 1
gw62,2880,50,Gangwon,intcal13,Mumun,Wonju Gahyundong,Mumun 14
gw63,2830,40,Gangwon,intcal13,Mumun,Wonju Gahyundong,Mumun 4
gw65,2495,32,Gangwon,intcal13,Mumun,Wonju Munmakri,no 10
gw66,2930,29,Gangwon,intcal13,Mumun,Wonju Munmakri,no 11
gw67,2942,32,Gangwon,intcal13,Mumun,Wonju Munmakri,no 12
gw68,2842,28,Gangwon,intcal13,Mumun,Wonju Munmakri,no 14
gw69,2805,29,Gangwon,intcal13,Mumun,Wonju Munmakri,no 15
gw70,2850,29,Gangwon,intcal13,Mumun,Wonju Munmakri,no 16
gw71,2684,29,Gangwon,intcal13,Mumun,Wonju Munmakri,no 17
gw72,2880,29,Gangwon,intcal13,Mumun,Wonju Munmakri,no 18
gw73,2779,32,Gangwon,intcal13,Mumun,Wonju Munmakri,no 3
gw74,2620,40,Gangwon,intcal13,Mumun,Wonju Munmakri,no 4
gw75,2585,29,Gangwon,intcal13,Mumun,Wonju Munmakri,no 6
gw79,2840,50,Gangwon,intcal13,Mumun,Wonju Taejangdong,Mumun 2
gw80,2915,31,Gangwon,intcal13,Mumun,Wonju Taejangdong,Mumun 3
gw81,2885,26,Gangwon,intcal13,Mumun,Wonju Taejangdong,Mumun 4
gw395,2980,50,Gangwon,intcal13,Mumun,Yanggu Haean Mandaeri,no 2
gw45,2650,50,Gangwon,intcal13,Mumun,Yanggu Hari,YMCC-14
gg149,3040,50,Gyeonggi,intcal13,Mumun,Yangpyung Samsungri,no 1
gg148,2580,50,Gyeonggi,intcal13,Mumun,Yangpyung Samsungri,no 2
gg16,2570,40,Gyeonggi,intcal13,Mumun,Yangpyung Yangsuri Sangsukjung,B-2
neo010,4482,43,Gangwon,intcal13,Chulmun,Yangyang Gapyungri,Chulmun 1
gw46,2810,60,Gangwon,intcal13,Mumun,Yangyang Imhojungri,no 11
gw47,2770,50,Gangwon,intcal13,Mumun,Yangyang Imhojungri,no 2
gw48,2700,60,Gangwon,intcal13,Mumun,Yangyang Imhojungri,no 3
gw49,2920,50,Gangwon,intcal13,Mumun,Yangyang Imhojungri,no 4
gw50,2737,36,Gangwon,intcal13,Mumun,Yangyang Imhojungri,no 5
neo008,4590,70,Gangwon,intcal13,Chulmun,Yangyang Jigyungri,no 4
neo014,4420,60,Gangwon,intcal13,Chulmun,Yangyang Jigyungri,no 6
neo007,4600,80,Gangwon,intcal13,Chulmun,Yangyang Jigyungri,no 7
neo009,4485,24,Gangwon,intcal13,Chulmun,Yangyang Songjeonri,no 1
neo005,4632,27,Gangwon,intcal13,Chulmun,Yangyang Songjeonri,no 2
hn164,2507,41,Honam,intcal13,Mumun,Yeoeuigok,A-1
hn165,2570,40,Honam,intcal13,Mumun,Yeoeuigok,A-2
hn166,2395,32,Honam,intcal13,Mumun,Yeoeuigok,A-3
hn162,2441,32,Honam,intcal13,Mumun,Yeoeuigok,B-1
hn163,2430,40,Honam,intcal13,Mumun,Yeoeuigok,B-3
gg150,2622,29,Gyeonggi,intcal13,Mumun,Yeoncheon Gangnaeri,no 4
gg151,2840,40,Gyeonggi,intcal13,Mumun,Yeoncheon Gangnaeri,no 5
gg152,2840,40,Gyeonggi,intcal13,Mumun,Yeoncheon Gangnaeri,no 6
gg153,2478,29,Gyeonggi,intcal13,Mumun,Yeoncheon Hapsuri,Mumun 6
yn420,2976,43,Yeongnam,intcal13,Mumun,Yeongcheon Sinriri,no 2
hn113,2470,90,Honam,intcal13,Mumun,Yeonggwang Majeon,Mumun 1
hn117,2440,80,Honam,intcal13,Mumun,Yeonggwang Majeon,Mumun 10
hn114,2730,40,Honam,intcal13,Mumun,Yeonggwang Majeon,Mumun 2
hn115,2740,40,Honam,intcal13,Mumun,Yeonggwang Majeon,Mumun 5
hn116,2620,40,Honam,intcal13,Mumun,Yeonggwang Majeon,Mumun 6
hn189,2495,20,Honam,intcal13,Mumun,Yeonggwang Nonsanri Geumjung,no 1
hn190,2511,15,Honam,intcal13,Mumun,Yeonggwang Nonsanri Geumjung,no 2
hn191,2470,20,Honam,intcal13,Mumun,Yeonggwang Nonsanri Geumjung,no 3
hn192,2440,20,Honam,intcal13,Mumun,Yeonggwang Nonsanri Geumjung,no 4
cc368,2987,43,Chungcheong,intcal13,Mumun,Yeongi Botongri,no 1
cc369,2790,43,Chungcheong,intcal13,Mumun,Yeongi Botongri,no 2
cc370,2786,43,Chungcheong,intcal13,Mumun,Yeongi Botongri,no 3
cc371,2842,43,Chungcheong,intcal13,Mumun,Yeongi Botongri,no 4
cc372,2816,43,Chungcheong,intcal13,Mumun,Yeongi Botongri,no 5
cc373,2895,43,Chungcheong,intcal13,Mumun,Yeongi Botongri,no 7
cc374,2940,43,Chungcheong,intcal13,Mumun,Yeongi Botongri,no 8
cc375,2875,43,Chungcheong,intcal13,Mumun,Yeongi Botongri,no 9
cc478,2970,50,Chungcheong,intcal13,Mumun,Yeongi Daepyungri,3-1-C-1
cc479,2895,36,Chungcheong,intcal13,Mumun,Yeongi Daepyungri,3-1-C-2
cc484,2930,50,Chungcheong,intcal13,Mumun,Yeongi Daepyungri,3-1-C-27
cc480,2902,36,Chungcheong,intcal13,Mumun,Yeongi Daepyungri,3-1-C-3-1
cc481,2810,50,Chungcheong,intcal13,Mumun,Yeongi Daepyungri,3-1-C-3-2
cc482,2720,50,Chungcheong,intcal13,Mumun,Yeongi Daepyungri,3-1-C-5
cc483,2930,50,Chungcheong,intcal13,Mumun,Yeongi Daepyungri,3-1-C-6
cc353,2750,50,Chungcheong,intcal13,Mumun,Yeongi Daepyungri,A Mumun 11
cc354,3070,50,Chungcheong,intcal13,Mumun,Yeongi Daepyungri,A Mumun 12
cc352,2950,50,Chungcheong,intcal13,Mumun,Yeongi Daepyungri,A Mumun 5
cc417,2990,40,Chungcheong,intcal13,Mumun,Yeongi Daepyungri,KC-003
cc418,2954,32,Chungcheong,intcal13,Mumun,Yeongi Daepyungri,KC-004
cc419,2885,29,Chungcheong,intcal13,Mumun,Yeongi Daepyungri,KC-005
cc420,2925,29,Chungcheong,intcal13,Mumun,Yeongi Daepyungri,KC-007
cc421,2935,29,Chungcheong,intcal13,Mumun,Yeongi Daepyungri,KC-010
cc422,3069,34,Chungcheong,intcal13,Mumun,Yeongi Daepyungri,KC-012
cc423,2863,32,Chungcheong,intcal13,Mumun,Yeongi Daepyungri,KC-013
cc424,2850,60,Chungcheong,intcal13,Mumun,Yeongi Daepyungri,KC-014
cc425,2930,40,Chungcheong,intcal13,Mumun,Yeongi Daepyungri,KC-017
cc426,2720,50,Chungcheong,intcal13,Mumun,Yeongi Daepyungri,KC-018
cc335,2778,39,Chungcheong,intcal13,Mumun,Yeongi Eungamri Gamagol B,CBD-001
cc384,2890,50,Chungcheong,intcal13,Mumun,Yeongi Songdamri,Zone 28 KC-001
cc385,2730,50,Chungcheong,intcal13,Mumun,Yeongi Songdamri,Zone 28 KC-012
cc386,2960,50,Chungcheong,intcal13,Mumun,Yeongi Songdamri,Zone 28 KC-031
cc387,2840,50,Chungcheong,intcal13,Mumun,Yeongi Songdamri,Zone 29-1 KC-002
cc388,2880,50,Chungcheong,intcal13,Mumun,Yeongi Songdamri,Zone 29-3 KC-006
cc389,2860,50,Chungcheong,intcal13,Mumun,Yeongi Songdamri,Zone 29-3 KC-008
cc390,2870,50,Chungcheong,intcal13,Mumun,Yeongi Songdamri,Zone 30 KC-001
cc391,2890,50,Chungcheong,intcal13,Mumun,Yeongi Songdamri,Zone 30 KC-005
cc392,2760,50,Chungcheong,intcal13,Mumun,Yeongi Songdamri,Zone 34 KC-001
cc396,2740,50,Chungcheong,intcal13,Mumun,Yeongi Songwonri,KC-005
cc397,2590,50,Chungcheong,intcal13,Mumun,Yeongi Songwonri,KC-011
cc398,2700,50,Chungcheong,intcal13,Mumun,Yeongi Songwonri,KC-014
cc399,2760,50,Chungcheong,intcal13,Mumun,Yeongi Songwonri,KC-017
cc400,2930,50,Chungcheong,intcal13,Mumun,Yeongi Songwonri,KC-022
cc401,2870,60,Chungcheong,intcal13,Mumun,Yeongi Songwonri,KC-025
cc402,2860,50,Chungcheong,intcal13,Mumun,Yeongi Songwonri,KC-030
cc403,2940,50,Chungcheong,intcal13,Mumun,Yeongi Songwonri,KC-032
cc404,2860,50,Chungcheong,intcal13,Mumun,Yeongi Songwonri,KC-033
cc405,2920,50,Chungcheong,intcal13,Mumun,Yeongi Songwonri,KC-034
cc406,2850,50,Chungcheong,intcal13,Mumun,Yeongi Songwonri,KC-035
cc407,2930,50,Chungcheong,intcal13,Mumun,Yeongi Songwonri,KC-036
cc408,2870,50,Chungcheong,intcal13,Mumun,Yeongi Songwonri,KC-038
cc409,2790,50,Chungcheong,intcal13,Mumun,Yeongi Songwonri,KC-041
cc410,2800,50,Chungcheong,intcal13,Mumun,Yeongi Songwonri,KC-042
cc411,2720,60,Chungcheong,intcal13,Mumun,Yeongi Songwonri,KC-045
cc412,2940,50,Chungcheong,intcal13,Mumun,Yeongi Songwonri,KC-049
cc413,2600,80,Chungcheong,intcal13,Mumun,Yeongi Songwonri,KC-076
cc393,2400,50,Chungcheong,intcal13,Mumun,Yeongi Songwonri,Zone 9 KC-001
cc394,2460,50,Chungcheong,intcal13,Mumun,Yeongi Songwonri,Zone 9 KC-002
cc395,2800,50,Chungcheong,intcal13,Mumun,Yeongi Songwonri,Zone 9 KC-003
neo081,4508,23,Gyeonggi,intcal13,Chulmun,Yeongjongdo Neundeul,Zone A pit house
neo004,4670,50,Gangwon,intcal13,Chulmun,Yeongwol Jucheonri,no 1
gw58,2980,40,Gangwon,intcal13,Mumun,Yeongwol Jucheonri,no 10
gw59,2840,40,Gangwon,intcal13,Mumun,Yeongwol Jucheonri,no 11
gw60,2890,40,Gangwon,intcal13,Mumun,Yeongwol Jucheonri,no 12
gw61,2930,40,Gangwon,intcal13,Mumun,Yeongwol Jucheonri,no 13
neo002,4840,50,Gangwon,intcal13,Chulmun,Yeongwol Jucheonri,no 2
gw51,2840,40,Gangwon,intcal13,Mumun,Yeongwol Jucheonri,no 3
gw52,2800,40,Gangwon,intcal13,Mumun,Yeongwol Jucheonri,no 4
gw53,2880,40,Gangwon,intcal13,Mumun,Yeongwol Jucheonri,no 5
gw54,2940,40,Gangwon,intcal13,Mumun,Yeongwol Jucheonri,no 6
gw55,2940,40,Gangwon,intcal13,Mumun,Yeongwol Jucheonri,no 7
gw56,2870,40,Gangwon,intcal13,Mumun,Yeongwol Jucheonri,no 8
gw57,2780,40,Gangwon,intcal13,Mumun,Yeongwol Jucheonri,no 9
gw277,2890,50,Gangwon,intcal13,Mumun,Yeongwol Wasuckri,I-1
gw278,2900,40,Gangwon,intcal13,Mumun,Yeongwol Wasuckri,I-2
gw279,2980,40,Gangwon,intcal13,Mumun,Yeongwol Wasuckri,I-3
gw280,2950,50,Gangwon,intcal13,Mumun,Yeongwol Wasuckri,I-4
gw281,2920,50,Gangwon,intcal13,Mumun,Yeongwol Wasuckri,I-6
gw282,2810,40,Gangwon,intcal13,Mumun,Yeongwol Wasuckri,II-1
hn136,2600,40,Honam,intcal13,Mumun,Yeosu Hwadongri Angol,no 1
hn137,2535,29,Honam,intcal13,Mumun,Yeosu Hwadongri Angol,no 3
hn138,2190,60,Honam,intcal13,Mumun,Yeosu Hwadongri Angol,no 3-1
hn139,2410,40,Honam,intcal13,Mumun,Yeosu Hwadongri Angol,no 4
hn217,2340,40,Honam,intcal13,Mumun,Yeosu Hwadongri Angol Site,no 4
hn199,2490,40,Honam,intcal13,Mumun,Yeosu Ungcheondong Ungdong,Songgukri type pit house
hn86,2720,50,Honam,intcal13,Mumun,Yeosu Wolnaedong Sangchon Dolmen,II-1
hn87,2738,39,Honam,intcal13,Mumun,Yeosu Wolnaedong Sangchon Dolmen,II-2
hn90,2446,39,Honam,intcal13,Mumun,Yeosu Wolnaedong Sangchon Dolmen,II-3 middle Mumun
hn88,2779,32,Honam,intcal13,Mumun,Yeosu Wolnaedong Sangchon Dolmen,III-1
hn89,2740,50,Honam,intcal13,Mumun,Yeosu Wolnaedong Sangchon Dolmen,III-2
cc78,2570,39,Chungcheong,intcal13,Mumun,Yesan Sapgyo Duri,no 5
cc235,2910,35,Chungcheong,intcal13,Mumun,Yesan Singari,I-1
cc236,3008,43,Chungcheong,intcal13,Mumun,Yesan Singari,I-2
cc237,2960,50,Chungcheong,intcal13,Mumun,Yesan Singari,I-3
cc238,2780,60,Chungcheong,intcal13,Mumun,Yesan Singari,II-3
cc242,2950,50,Chungcheong,intcal13,Mumun,Yesan Singari,II-3
cc239,2980,60,Chungcheong,intcal13,Mumun,Yesan Singari,II-5
cc240,2760,50,Chungcheong,intcal13,Mumun,Yesan Singari,II-5
cc241,2780,50,Chungcheong,intcal13,Mumun,Yesan Singari,II-6
cc243,2860,60,Chungcheong,intcal13,Mumun,Yesan Singari,III-7
cc109,2880,50,Chungcheong,intcal13,Mumun,Yesan Yerimri,no 2
gw247,3010,60,Gangwon,intcal13,Mumun,Yongamri,no 104
gw248,2560,50,Gangwon,intcal13,Mumun,Yongamri,no 105
gw249,2450,50,Gangwon,intcal13,Mumun,Yongamri,no 107
gw250,2590,39,Gangwon,intcal13,Mumun,Yongamri,no 109
gw231,2681,49,Gangwon,intcal13,Mumun,Yongamri,no 11
gw251,2544,39,Gangwon,intcal13,Mumun,Yongamri,no 114
gw252,2827,49,Gangwon,intcal13,Mumun,Yongamri,no 115
gw253,2648,43,Gangwon,intcal13,Mumun,Yongamri,no 116
gw254,2530,36,Gangwon,intcal13,Mumun,Yongamri,no 121
gw255,2659,36,Gangwon,intcal13,Mumun,Yongamri,no 125
gw256,2860,50,Gangwon,intcal13,Mumun,Yongamri,no 130
gw257,2800,50,Gangwon,intcal13,Mumun,Yongamri,no 131
gw258,2570,60,Gangwon,intcal13,Mumun,Yongamri,no 133
gw259,2520,60,Gangwon,intcal13,Mumun,Yongamri,no 135
gw260,2580,60,Gangwon,intcal13,Mumun,Yongamri,no 137
gw261,2570,60,Gangwon,intcal13,Mumun,Yongamri,no 138
gw232,2657,34,Gangwon,intcal13,Mumun,Yongamri,no 19
gw229,2577,75,Gangwon,intcal13,Mumun,Yongamri,no 3
gw233,2725,43,Gangwon,intcal13,Mumun,Yongamri,no 31
gw234,2701,36,Gangwon,intcal13,Mumun,Yongamri,no 42
gw235,2715,43,Gangwon,intcal13,Mumun,Yongamri,no 49
gw230,2740,23,Gangwon,intcal13,Mumun,Yongamri,no 5
gw236,2670,36,Gangwon,intcal13,Mumun,Yongamri,no 52
gw237,2644,39,Gangwon,intcal13,Mumun,Yongamri,no 63
gw238,2650,57,Gangwon,intcal13,Mumun,Yongamri,no 65
gw239,2474,49,Gangwon,intcal13,Mumun,Yongamri,no 66
gw240,2553,46,Gangwon,intcal13,Mumun,Yongamri,no 73
gw241,2396,36,Gangwon,intcal13,Mumun,Yongamri,no 80
gw242,2451,43,Gangwon,intcal13,Mumun,Yongamri,no 84
gw243,2510,36,Gangwon,intcal13,Mumun,Yongamri,no 91
gw244,2930,50,Gangwon,intcal13,Mumun,Yongamri,no 93
gw245,2650,50,Gangwon,intcal13,Mumun,Yongamri,no 94
gw246,2707,39,Gangwon,intcal13,Mumun,Yongamri,no 97
gw197,2590,60,Gangwon,intcal13,Mumun,Yongamri 2,pit house 2-1
gw198,2540,60,Gangwon,intcal13,Mumun,Yongamri 2,pit house 3-6
gw199,2770,40,Gangwon,intcal13,Mumun,Yongamri 2,pit house 4-a
gg157,2810,40,Gyeonggi,intcal13,Mumun,Yongin Mabukri,Mumun 1
neo062,4670,50,Gyeonggi,intcal13,Chulmun,Yongin Nongseori,no 1
neo097,4302,28,Gyeonggi,intcal13,Chulmun,Yongin Nongseori,no 2
neo040,4830,50,Gyeonggi,intcal13,Chulmun,Yongin Nongseori,no 3
